text,sentiment
go website ? flight book problems three ticket today boot system umpteen time,-1
e ticket 0162389030167 refund request 16866853 case id 8465981,-1
ever nonstop ? ? take ! pleaseeeeee thank !,0
6 months ago best cater domestic airlines today worst planet fly almost,-1
someone airport portland buy ticket pick use 2days late flightr perth australia ? thank,0
like 2 weeks flight ! ? ! ? creative !,0
please contact portfolio leave flight vx 27 jfk sfo tonite seat 7am need return call 914 329 0185,0
pass along advice guy rock ! !,1
apply status match feb 1 get confirmation email day still no news though guy drop ball late flightly sad_but_relieved_face,-1
special fare students visit prospective school ? expensive visit graduate program,0
good flight eventually take land safely oh get free cup wine thank,1
seat wait hold 20 minutes go stay another night charleston pricy,-1
ok book jb jfk book ath thank,1
thank time !,1
pereira colombia help kid cartago streets deliver lot clothe pick donate,0
truly drink uncle board not believe gate agent overhead full not reserve aisle,-1
almost 2 hrs 30 mins hold idea much longer ?,-1
yes much ! look forward use airlines future flight never,-1
try thank ! else fail old fashion method tomorrow morning,1
always pleasure smiling_face,1
amaze c today sw thank much reason fly,1
rather clunky process whoever design clearly not understand e mail 101,-1
shout grind crew work cold ! thank amp social media team customer service,1
absolute worst customer service try reach phone,-1
seek go 2 client b c can not get need refund fill form not confident work past indication,-1
fly san francisco fort lauderdale last year fantastic time would like go back !,1
else could possibly take place coffee hour ? ? hope pilot not rely aircraft caffeine,-1
fleet fleek,1
hop 8a possible freeze view along way !,0
please hold 3923 ! see can not get first plane quick enough,0
love three really can not beat classics !,1
could tell bag would accept personal item ? bring one carry bag plus ?,0
sweet ! ! ! glad hear keep guy mind next time !,1
yes travel complete flight 5095 clt cak feb 18,0
love todays fight bad draft airplane please add air air thanksm,-1
miserable trip lose bag sit find mon lose ship 2nd day grind tues might return flight home,-1
past 2 yrs earn list status thru promo fly 3 rnd trip 2 3 months get option ?,0
date fly go past august 7 2015 ?,0
okay send,0
finally take ! thank customer service g8 reps c17 ctl idea cause system failure ?,-1
flight 353,0
take delivery n8661a new boeing 737 8h4 yesterday,0
tell get get another hotel food spend money guy make miss connection,-1
get flt instead rt,0
pittsburgh,0
new flight wifi service ? super crappy user experience miss old provider Frown sad angry_or_pouting,-1
ok thank help,1
yes nearly every time fly vx ear worm not go away Happy_face_or_smiley,1
arrive 8 41am flight schedule depart 8 57am doors close no agents,-1
link message reply,0
offer us 8 room 32 people,-1
plane,0
question not possible book seat infant 2 ? not give option want seat,-1
team offer access journal broadway world,0
thank assistance guy rock ! ! hundred_points,1
not want reservation change add service go public get help,-1
make upgrade list fly 1st tomorrow 40 min first time ever ! raising_hands,1
yes call uk number skype…well worth 50 recommend others,1
get one ?,0
red_heart ! airline understand us military families unpredictable change pound oncoming_fist,1
thankful great service newark seat fix seat daughter ! fab land fort myers !,1
contact know change destination really evaluate ! thank,0
wifi plain,0
us air switch aa ios app ? aa app much better,0
travel agent darrel love field host paper airplane contest entertain children awesome see !,1
good even ua assist issue via dm ?,0
confuse definition prefer seat pay extra one get regular seat no legroom unimpressed,-1
think board flight au1066 early ? think,-1
come 27 shuttle bus lga ewr electrical power outlets new airbus interiors not ? ?,-1
easily ridiculous experience try spend money company,-1
get right safety demonstration ! corporate funny reserve not corny a…,1
personal touch know aa cool perk blame understaffing weather 3 hr hold time,-1
can not even accommodate us let us fly another airport ? ! horrible service fault ! ! !,0
flight cancel flight tomorrow mean strand airport night wow,-1
awesome library,1
yes ! minutes tweet able reschedule flight thank !,1
call find book tomorrow ask number email day info,-1
flight sf nyc make philly customer service tell no refund last leg ?,-1
request refund reward point use purchase flight refuse,-1
thank integrate passbook ios work much better ! ! !,1
need place sleep land without accommodations pls !,-1
excellent guy best,1
bos everything current thank follow,1
,0
make check carry flight 1449 pbi newark plane luggage stow not full r cost time money amp aggravation !,-1
daytona 500 available free tv ?,0
jt ord phl flight 9 15 pm cdt delay ? dm kind hop not strand ord either,0
know ! commercial another thing add reason fly,1
best part hear attendant give voucher person next hotel bgr guy say not,-1
please flight sjc ? no choice fly southwest vegas weary_face loudly_crying_face,0
amex plat holders provide access credit airspace lounge jkf ?,0
thank ! ! ! ! ! next flight durango drive farmington new mexico work ! hit slop durango !,0
lose luggage flight yesterday morning no response no luggage 37 hrs ltr,-1
best customer service !,1
would fly somewhere hotter puerto rico come lol,0
beautiful ride thank Happy_face_or_smiley,1
try check flight line not work amp agents busy take call,-1
terrible service military members families,-1
4467 152 2 25 503 25 2 26th,0
employees racist ! ! ! ! !,-1
anyone ? read dm ?,-1
thank appreciate prompt response,1
would great ! never think would sort would really make fly experience bearable,1
last 8 hours customer service horrendous fly delta,-1
flight 117 proud fly jet blue !,1
ok no worry thank straight story appreciate,1
ceo battle appease passengers investors toledo blade,0
love southwest always helpful travel lot w son infant toddler great !,1
always together ! ! ! welcome ! rt welcome,1
new slogan not want arrive time pick us,-1
rep 10 min say could not help transfer dividend miles customer service,-1
funny story website break miss javascript stylesheets checkin process dislike !,-1
guy choice,1
x__x rt fleet fleek,0
email way,0
customary upgrade flight attendant uniform vs passengers ? one 1b flt 1020 iah,-1
totally understand weather frustrate thank !,1
glow crew aircraft sparkle guy know right ? might good partnership Happy_face_or_smiley,1
figure 4 flight 2morrow hard believe oil low kill make even part hotel can not comp,-1
no choice pay another 50 go airport hop treat better rep,-1
despite mother nature best efforts good humor folks get us home safely area heavily affect winter storm,1
bet Happy_face_or_smiley,1
yes able get push notification via app log trip email text 2010 sad_but_relieved_face,-1
open flight beyond august 7th ? ? ?,0
well horrible flaw system 2 hours past day waste get job amp family crazy,-1
best ! ! ! amaze ! ! ! follow please Wink_or_smirk folded_hands folded_hands folded_hands,1
download jeokoo american app air travelers,0
show jacksonville heart_with_ribbon ! want !,0
thank help,0
thank reply feel little better see go smiling_face airplane,1
experts see ? right rdu airport,0
thank reminder older flight would take easy access add point new jb account ! awesome service,1
not sure next time,-1
look like jfk great pic oneworld jet line opposite side berlin lan aa,0
new schedule open take us past 10 31 ?,0
hi question future flight book problems dub jac 29 9 jac lax 8 10 lax dub 13 10 g check bag allowance jac lax ?,0
concern cancel flightled flight due cold weather nj saturday ? cancel flight 0 degrees ?,0
land anchorage way fairbanks !,1
8 mins ! ! !,0
everyone else outstanding,-1
pilot say expect choppy land nyc due gusty wind w temperature 5 degrees amp w windchill 8,0
need redeem lose respect tonight,-1
8 flight next two weeks Happy_face_or_smiley let us make good memories !,1
ua647 head back gate improper load ? pack us gills least take care load bag expect comp,-1
could maybe hook imagine dragon ticket tonight ! hugeeeee fan amp would really love go,0
many 787s currently operate aircraft operate ?,0
love friendly staff ask update delay flight cause miss connections,-1
need check information regard hotels shuttle rout flight delay flight,0
airserv contractors not worth wet damn 30min late flight still not do w bag ua1566 make checkin calamity,-1
nice see prioritize internet traffic stream service web sit !,1
wifi better seat,1
try get san juan chicago hare lot problems may get standby flight,-1
! airplane hope sing us song flight phoenix today terminal 2 humphrey,0
book flight jetblue separate 3yr old mother ? not bite stupid ? check headaches !,-1
wife rr point transfer rr account ?,0
bag policy say stroller car seat need bring 2 car seat 1 stroller call detail ?,0
load us flight captain hours could fly one consecutive period ? unacceptable,-1
go better day call ? call 3 separate occasion past couple weeks never get person,-1
need get albuquerque nm usa cebu philippines provide educational help 800 kid help ?,0
30 mins wait loudly_crying_face loudly_crying_face loudly_crying_face,0
definitely no note whoever steal,-1
nope currently sit gate,0
hubby make skin teeth ! Happy_face_or_smiley,1
not ? reason houston not nyc tonight take plane hour take no explanations sorry,-1
17mph wind would anything florida right help sister ! !,0
thank guy get head milan wednesday big week aa family Happy_face_or_smiley,1
oh yeah ? rt fleet fleek,0
please please please let plane back gate get miss connection due clt close 2034,0
1558 iah ewr break entertainment system no wifi despite info app,-1
look twitter history usual service non existent,-1
submit complaint need compensate long take ?,-1
first time fly virgin go thank smooth ride easily new fav airline !,1
gary kelly ashamed run corporation way,-1
current hold time speak rep tix reissue 42 mins long amp not make option available online ?,-1
take lesson know treat customers !,0
fly non stop cmh oak daydream trip bay especially weather,1
yes unbelievable free fare lock,-1
great news ! america could start flight hawaii end year,1
connecticut snowflake,0
flight select online ticket would not miss connection need help get dfw iah ! !,-1
happy enter sweepstakes,1
one obtain companion pass ?,0
selfie ?,1
something miss check baggage ?,0
see information board process,-1
alright,0
? rt new airline expect make way mem,0
customer service rude bother call no idea go sigh heavily phone unbelievable,-1
congrats !,1
yes thank,1
thank ! ! ! thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,1
flight orlando unable serve hot bevies make movies alcohol complimentary work,1
land nashville ! thank take care us !,1
try go nashville london no idea would good time fly nashville right,0
still wait ? ? ? no answer ! !,-1
thank not respond,-1
major issue get boston crew exceptional let us see things roll philly,1
yes thank ! great job turn flight jan !,1
delay 15 hours chicago still manage lose bag ! really not happy,-1
look forward fly friday ! airline,1
nicest gate attendant newark airport gate 101 right multiple delay still pleasant everyone,1
nice rt man steel might faster wifi – say,1
also problem not call us airlines send automatic call email rebook courtesy,-1
status flight 684 mco lga tomorrow ?,0
call not make inflight crew fact ask us not bring,-1
team rebooked cancel flightled aa flight different airline new airline no flight book problems flight even,-1
need help ticket dm,0
0530 flight dfw tuesday far advance give notice cancel flightled ?,0
thank thank thank ! ! ! last attempt win ticket success ! could not happier ! ! Happy_face_or_smiley,1
loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face really better american airlines though,1
fleet fleek,0
dominick l la guardia airport nyc give absolute best customer service ! thanku ! check make easy !,1
might need plane get somewhere remember not choice,-1
call flight cancel flightlation flight cancel flightled 10 30a sunday two 4 00a call not okay,-1
beautiful thank ton !,1
! another rep kick butt ! naelah represent team beautifully ! ! thank ! ! !,1
airlines aka,1
definitely trip remember ewr sti second season first seat 35a pay loyal !,1
tick,-1
flight tomorrow cancel flight guy keep let,-1
plane toilet not work need gas flight 1081 leave dull go lax,-1
no busy take need get audition,-1
thank would better gate agent c14 charlotte board flight 1791,1
return limit carry space tummy next flight try snack !,0
service need work check bush airport customer service line last nt,-1
unite club team amp get seat late flightr still not sure last min ual cancel flightlation cost yet overbooked folks get ?,-1
flight aa1691 lax las close early gate agents give us hassle,-1
anything get ticket ? would mean much,0
yeah try harder no cater truck sight leave w food not eat anyway ?,-1
unscheduled refuel stop miss 2 connect flight r home n look 4ward bed big pb amp j sandwich,-1
thank ! hope not look like complainer write good experience w past make terminal 5 Happy_face_or_smiley,1
good morning ! wonder pre tsa check not board pass morning ? ?,0
thank help ! class act way see air !,1
educate bohol 501 c 3 w volunteer staff help kid buy plane ticket can not help ?,0
not case send email link show,0
good know thank much !,1
thank prompt response email late flightr today,1
love board go chicago,1
travel 13 year old thursday not need id correct ?,0
know nothing customer service make sure everyone know,-1
send couple message email provide no avail try next year cheer,-1
no flight leave boston seattle right Happy_face_or_smiley flight 597,1
plan repair brand,0
even offer fly another airport say could not no explanation can not,0
definitely compliment ! really think bag lose send another airport end happy customer,1
flight 1106 delay ny ? problem ?,-1
sorry delay response ua chicago san fran hold almost hour tarmac also lose bag,-1
shall see next couple minutes,0
thank use extra time shop ! somebody say duty free ?,1
flight cancel flightled try reschedule 800 number say call back,-1
thank terrible service ! strand mdw 2 days amp can not find confirmation rebooked flight mke,-1
thank attention fly southwest 3 years not issue past,1
add miles january air china flight mileageplus account ?,0
show love companion flight please thank !,1
hi relative flight book problems number my8yb4 name clarita jaramillo mejia thank,0
call wait time 20 minutes airport wait time longer,-1
follow amp dm,0
fly high thank !,1
0 3 far time flight vacation,-1
aa not charge fee change award ticket long origin destination amp award type remain,1
please work contract offer service,0
joke mail receipt ! ! yet can not mail payment fly hand right,-1
,0
please reroute oregon women tennis santa barbara supposedly another connection la,0
guy name otis ord know able get bag upgrade sure,1
ooh thank !,1
thank line move quick already do,1
like baejet airways amirite ? right back ya !,0
still say time website way,-1
no problem follow back ! thank !,1
please get plane,-1
thank make right help meagan fouty brancato fl dfw gate 4 preboard w kid group please please,1
feck guy stop cancel flightling flight ewr ric weather fine locations ! ! !,-1
guy continue impress crew mco gate 4helped family seat issue,1
omg ! wish flight today ! haha always next time ! fun,1
flight 1472 ffl lga schedule departure 8 15p,0
sorry spam would awesome see vegas help would absolutely amaze,1
2 3 sit runway 4 hrs takeoff 10 hrs late flight 4 30 pilot plainly state comp mech issue,-1
no special meal cater f jfk lax thankfully qantas rest way fear would not cater,-1
flight tomorrow reservation come help !,0
thank info number call speak person ? go take hour type,0
thank not let switch flight check bag cancel flight flight force take another 3 hrs late flightr !,-1
regret not fly morning not support business travelers,-1
victim scam shit customer service time agent hang wtf teach staff,-1
educate bohol 501 c 3 w volunteer staff help kid buy plane ticket can not help ?,0
get transf dividend miles need change flight grandma pass need change ticket soon possible update wait time ?,0
try track back two attendees,0
travel see bz class get away sld anytime available know many anytime available ?,0
credit reply look forward hopefully one 103 flight home tonight Happy_face_or_smiley,1
find great price thru us air honeymoon website not work hold hour tell 10 min,-1
appreciate follow,1
not ? fleet fleek,0
yes soon moment gather thoughts,0
great idea !,1
insane craziness see jet blue today newark delay 3 hours wait pilot ! !,-1
drink voucher next flight ? ?,1
great job celebrate today atlanta airport another reason nut !,1
3rd issue plane fuel leak let us know soon decide,-1
could send dm,0
flight sunday 22nd columbus denver get travel alert southwest app reschedule,0
get pay extra not sit way back awesome never,-1
book award travel etihad dividend miles ?,0
plane ! hopefully no longer mercy playlist ! thank !,1
husband order three drink via screen never come awesome !,-1
provide best logistics experience people india,1
someone please explain process happen property find plane passengers leave heathrow ?,0
refund,-1
thank work rigorous weather condition,1
suck,-1
hour delay can not print piece paper !,-1
thank might want fix line customer care team currently respond inquiries within 7 10 business days,-1
thank make effort credit credit due flight 795 delay 5 hours instead 8 hours,-1
agree ! rt one airline fly away favorite dia,1
fly ord miami back great crew service legs thank,1
provide info check strollers car seat ? cost ? restrictions ? need bring 2 seat 1 stroller,0
5 min away !,0
delacy p compassionate professional ! despite flight challenge make passengers feel like priorities ! ! glowing_star glowing_star,1
thank actually make connection flight delay guess delay not bad thing,1
hire flight dispatcher chicago il network operations centerl,0
appreciate change time 10 min multiple time 6 hours flight annoy seem like 0 clue,-1
every time check bag airline confident wear clothe 3 days please prove wrong,-1
would take long ? credit card company say card not charge yet take 5 days ?,-1
never delay 533 tpa bdl better safe sorry blue_heart,1
haha thank jetblue OK_hand smiling_face,1
rt fleet fleek,0
mean fortunately ? not want flight affect ! winking_face,0
neveind find way thank make process painless,1
no channel year ?,0
since drop 2 layovers still not acceptable,-1
say safety highest priority not extend 2 property ? totally nut,-1
merge miles account ? sit tell info not match even though can not find difference,-1
terrible,-1
entire flight crew flight 738 bos phl wonderful job make experience not totally suck smiling_face_with_smiling_eyes,1
ha ! fleet fleek,0
true fas say no way collect money passengers door close want mce seat ?,0
mom want change seat along sister two different reservations not know,0
northern california coast,0
bag not yet locate 5th time check track bag hard system ?,-1
thank listen ! definitely not person line think absurd,1
another unfortunate case bad luck usually maintenance issue swap plan ont get late flight Frown sad angry_or_pouting,-1
send dm,0
pretty frustrate can not even stay hold get help flight cancel flightation !,-1
take money not provide service make profitable venture company ?,-1
jet boooo tomato tomato tomato tomato rt fleet fleek,-1
thank day week direct ? flight saw go thru jfk sun,0
weather delay gt next weeks Wink_or_smirk,0
worst airline ever fly guy treat like garbage today,-1
loyal list customers easier get help bring resolution issue reward program,-1
pretty impress flight entertainment full touch usable smooth good selection,1
flight 3111 n614sw depart enroute indianapolis international airport,0
change program winners losers,0
feedback concern via site not go improve poor airport experience,-1
rude unreliable horrible company equally rude unreliable horrible employees stay tune,-1
passenger 7d flt 338 assault not fly trust ban crew file report,-1
tryin book flight can not get ahold anyone !,-1
true national mall,0
1500 character respond via formal letter trust plenty say,0
thank quick response ! try request abassinet son would great help request,1
delay cmh ord run gate 1 min connection door close no one around ignore 1st agent 2nd super rude,-1
thank,1
fleet fleek,0
thank always amaze customer service ! bring disney princess half marathon,1
hey yea get thru everything good well 7 10 days voucher go appreciate !,1
get rebooked 3am wake try call twice get hang worst customer service,-1
thank instant reply still first bag free important !,1
move talk no service,-1
well do xx,1
! best airline wifi ever thank !,1
buy 2 yo seat 3 legs intl trip car seat ? require ? not allow ? child still sit w mom takeoff ?,0
get help cancel flight flight reservation ?,0
fine automatically change connect flight would not miss work,1
contd put 7 pm flite tonite think worst customer service ever ! need fix,-1
hi try find flight middle east,0
wish fly atlanta soon ?,0
need song next commercial !,0
thank speedy flight time recovery,1
hold estimate 2 hr hold,-1
get mine ! time wife 15th anniversary !,1
flight ?,0
arrive san juan early thank great flight love !,1
shavon customer service desk charlotte fantastic ! helpful smile evn sound like long,1
thank helpful understand reduce price seat sell check priority certificate,1
no worry tweet make sure tag line fly friendly sky,1
iiiii need help flight schedule ! ! ! haha,0
book award ticket recently ticket less miles contact without use online form phone ?,-1
owe apology tweet frustration not constructive criticism sw fan amp love service !,1
another awesome telephone experience thank cory ! airplane smiling_face,1
guy lose luggage,-1
thank ! ! yayayay ! !,1
good inflight wifi ?,0
no fare give clue route,0
get bump 6pm birmingham delay pilot schedule not enough hours together fail,-1
well start would nice ticket actually system change flight,-1
love new 1st class breakfast !,1
sort live chat feature ? uk right call would cost us alot Frown sad angry_or_pouting,0
great trip today ! thank crew fly us home fantastic !,1
really not offer sweep link not go work ! b,-1
problems link ?,-1
tell unite carry carry back refund,0
airline trouble winter amp not get good customer service ? contact,0
bos sf waivers business cancel flight due weather no flexibility compassion extreme circumstances pensive_face,-1
nothing love hold hour,-1
long look blue eye,1
drop passengers small baby 3 infants san juan terminal unload baby officer write ticket 75,-1
thank confirmation maybe people flight directional dislexia,1
hold time call center bite much,-1
sister amp bil stick detroit desperately need florida fly w anything ?,0
look delta flight land pilot claim could not fly 6232 jac,-1
no apologies require make home safe thank ! kudos aa !,1
wear !,1
work w tiffany h cust service desk charlotte helpful patient still stick great,1
901 participate represent,0
not see need spend extra 100 equipment failure,-1
hold passengers hostage computer crash not customer friendly let us plane get us move,-1
first time flyer schedule round trip set departure date not sure return date policy fee change flight,0
1st delay flight mechanical failure 2 hrs runway amp 13 hrs late flightr still lose bag amp no resolution,-1
aa 1657 also hour late flight depart ohare no luggage not happy stand long line baggage svc,-1
thank !,1
aww cool ! nice know still head one faves,1
fyi info,-1
frontier,0
congratulations unite fail sky gate plane full people wait 2 weather get worse can not leave,-1
feel completely cheat read commitment customer service via website def not get service suggest,-1
plane stick newburgh not start weather relate flightd well passengers plane 10 hrs,-1
dm not work ?,0
slightly better crew spend long time search better altitude would help let pax sharp drop,-1
even 5 years earthquake haiti still need help rebuild,0
complete form doubt use ua not care 6 day vacation 5 sure ua not feel responsibility,-1
thank !,1
mint seat awesome ! Happy_face_smiley best business class us ! ! !,1
guidelines say 10x9x17 bag 20x15 7x8 7 bite taller guidelines go problem ?,0
issue find miss item plane help find airport plane head next ?,0
assist current flight status flt 1016 dfw tomorrow 6 55am ?,0
customer centricity know people,1
flight 1025 jfk tpa 8 05am saturday ! one way ticket !,0
dm send answer please,0
flight 3056 dfw still passengers sit plane wait luggage load still wait,-1
send email 24 hours ago ask question still no response need answer hopefully flight book problems flight,-1
ticket poor gesture goodwill miss trip top status flyer may not next time aa91 lhr ord 2 16,-1
get home need bag direct desk number savannah ?,-1
thank robotic non helpful assistance,-1
el paso deal may red_heart red_heart red_heart smiling_face_with_heart eye globe_showing_Asia Australia,1
try not helpful really dissatisfy flight book problems whole trip jet blue time around besides flight,-1
ua1641 ewr mco 17 feb wifi never connect allow purchase access twice amp charge need file claim ?,-1
send cheque today can not pay uk bank account annoy !,-1
check status exp membership card ? need physical card access international lounge soon,0
incredible pr team clapping_hands clapping_hands clapping_hands clapping_hands,1
update flight ? three hours delay thank,-1
get thank insight happen tomorrow ?,0
people cruel stupid ? post personal email damn internet ? lose mind ? !,-1
ah ha ! misread end date 2014 not 2015 thank clarify Happy_face_or_smiley,1
get full amount credit account us airways credit ?,0
thank kindness agents go amp beyond get strand family home,1
alright hope jetblue app show change seat online show a320 not want surprise,0
realize love voucher expire today Frown sad angry_or_pouting chance get love extension ? please ?,0
flight flight book problems experience pretty great !,1
agent use bathroom board toilets onboard full oh expect strongly word email funited,-1
thank ! ! !,1
sensitive fact not believe warrant poor service little help amp compassion go long way,-1
big thank gate agent flt5127 keep us inform delay,1
plan really pretty think know Happy_face_or_smiley,1
thank 4 great service staff let change flight 5 time free ! pvd sky always swa !,1
grrrrrr need flight first ! maybe birthday next month,0
happy note 719 crew wonderful can not say enough great things pilot us,1
unusual mean screw never admit !,-1
awesome photos thank share ! beaming_face_with_smiling_eyes,1
beatriz susan gate 4 mco,1
even respond quicker via twitter still hold hop no one book flight,-1
hope enjoy bring warm coat gloves maria ! yup ! new beanie,1
good note 2 employees encounter newark fabulous late flight connect flight get ! ! !,1
go get wifi plan ?,0
work well free aboard flight,1
get extend hold time due weather 2 1 2 hours hold count help ! !,-1
aa2416 time awesome flight great job american !,1
bad ua another unforeseeable operational issue return flight,-1
please rebook seattle columbus tue 2 24 locator karaax name mitchell neuer,0
flight 1970 1366 1552 fly 1 way mind take ocean approach sleep ?,0
quick question buy wifi phone buy tablet ? 9 hours leave trip,0
change crazy !,-1
guy rock !,1
surprisingly quick response time thank !,1
fleet fleek,0
pull hair try book flight site not work iphone,-1
try get someone cancel flightled flight tomorrow 4 hours,-1
dfw accept arrivals departures today ?,0
time 2 go,0
great seat aircraft !,1
get f ing kid usairways 2hours hold listen sell loan valentine flower smfh,-1
get 1pm newark home la folks ewr incredible,1
lauren holy sht,0
thank customer relations review concern contact back directly john,1
aa usair elite members one big disappointment way treat,-1
20 draw super sweet picture choose get round trip san diego ? palm_tree palm_tree cold,0
877 amsterdam ewr 02 27 2015 737 300,0
upcoming rr change deval try tell not fly southwest anymore loyal far get,0
3 hours 80 degree difference yes please ! ! mht mco,1
flight tomorrow cancel flightled new one book seat take care tweet commend service thank !,1
need someone management contact fly funeral not make add pain want 2 pay,-1
receive actually thank ! ! ! ! ! ! ! ! !,1
haha yeah make joke,0
yes want complain coworker neither customer service point airside ?,0
bug report guy,0
oh definitely kind fly jetblue,1
hour still no one yuma counter,-1
thank get put flight tomorrow not much faith get grind tomorrow though,1
saw online fee wonder way pay ahead time instead kiosk,0
flight number 3m 50,0
thank get back nashville big thank pilot 6 15 baltimore fly snow land ice,1
not get better would suggest get senior manager gate retrain gate people,-1
take midway chicago march 8th april 6th can not make ? get year round,0
let san fran no media rate ? deal ? look like last time fly anywhere,-1
say customer service consistently best ! ! !,1
oh gosh seriously ? ! make day week year ! ! ! no one appreciate ! ! !,1
look status flight 1388 schedule 5 15 tomorrow morning thank,0
wish could remember name !,1
thank check ticket purchase customer happy,1
since become ok passenger save 3 row seat people late flightr board position ? rude !,-1
julie andrews first lady gaga wow last night carrie ? meh,0
take not private jet bora bora time land call oprah,0
thank get couple minutes ago great service flight 479 way please pass team flight,1
would like apologize gate agent flight aa76 not aware zone 1 nine precious gems,0
still sit nobody say anything ?,0
thank quick reply ! want make sure not account Happy_face_or_smiley,1
every unite flight saipan guam adventure ! never know old plane operational Happy_face_or_smiley,1
thank pointer good big monitor advice pick come western conf nba ?,0
need flight ath pdx coordinate airlines ?,0
new flight come midnight ?,0
want say flight attendant fitz best tonight flight bwi bos great guy make flight fantastic !,1
still plan flight dal ? try fly tomorrow lax,0
wait flight right thank ! !,1
can not even get phone reservations team system automatically disconnect us,-1
dm ed,0
oh yes ! hope expand airports soon fly see family year ! ! ! !,1
another great flight amp crew las vegas chicago thank !,1
flight 2954 dallas grand junction,1
policy around bring breast pump board ?,0
want one !,1
ua 1706 delay get charge 600 late flight say oh well,-1
really middle initial versus middle name else not spend time computer issue,-1
name jane want call 617 653 3040,-1
achieve second year profitability despite revenue pressure,0
thank guy best,1
no one scan inside plane ask people line around plane go,-1
would like talk someone please follow,0
flight leave dallas seattle time feb 24 ?,0
flight 751 return gate provide information ?,0
flight 769 way ? suppose take 30 minutes ago website still show time not flight thank,0
yes head de ice 5 minutes send make austin wait luggage,-1
alright thank much appreciate,1
love team run gate e9 las tonight wait delay flight keep things entertain,1
thank southwest save trip sweetheart not go miss see thank !,1
show love ? 9 degrees snow imdetermined go,0
travel injure gate agent chicago awesome help ty,1
great flight get us back time ! thank,1
phone agents can not see flight see online ? ? ? can not change ticket even pay frustrate,-1
kid send stuff thank,0
go hell,-1
customer service joke first mechanical cancel flightation weather hold since 5 30 no humans pls call !,-1
make ! head denver employees really pleasant tell someone application ask thank !,1
like continental chicken feat fair,0
suprise ! new vanity kit set frequent travellers grinning_face thank aa !,1
safety back dallas !,0
flight cll 0600 not let check please help,-1
ha… rebooked 11 hr layover amp rob night family late flight fly time,-1
day travel,0
flight 98 den jfk already 2hrs delay idea might change due weather forecast etc ?,-1
love southwest guy good !,1
hopefully application jetblue donut designer finally go proper channel,1
much respect !,1
lord fleet fleek,0
hi ! get know traveler would like add flight already purchase best option ?,0
right completely piss,-1
2513 1555 time cancel flightled ?,0
eventually call get not sure change thank lot though !,1
ok submit thank opportunity give feedback,1
might imagine former pilot particularly touch gesture please let fo know,1
fly child,0
send info via dm truly hope resolve quickly,0
love song lt 3 thank,1
grinning_face_with_big_eyes cool,1
airline trouble amp not get satisfactory customer service ? contact,0
ok dominican republic number ?,0
glad know fly love airline tomorrow Wink_or_smirk,1
not like hear sorry take long get stop send generic responses,-1
thank jb actually birder love need outside not hard trap move,1
send suggestion comment via link provide,0
thank respond,1
extremely frustrate travel experience denver ! instead land sea saturday monday afternoon !,-1
haha indeed great day !,1
oh no worry nl no disappointments better no lounge like disappoint !,1
ummmm think us air computers hours flight 3 hours late flight,-1
might go no confirmation please wait form,-1
think flight suppose go houston well case someone could check ?,0
10 hrs hang ? oh no understand things get crazy n sometimes 10 hours not long enough,-1
thank ! flight leave 2 arrive airport early wed vt sept grateful fly btv ! ! Happy_face_or_smiley,1
eliza amp cheat amp lovely flight back ! lot !,1
2 together best part fly !,1
piece find safely deliver home afternoon,1
stick gate charlotte nc wait release paper fix break computer system,-1
understand flight day not go ? twice ? ! extra meds diapers baby,-1
advise happen departure delay clt ?,-1
wait airport since 11 wait 8 30 tomorrow can not get sort help !,-1
time ! must !,0
thank much help us r amaze !,1
follow dm ?,0
start rout ?,0
thank sign notifications shall watch wait ! snowflake snowflake,0
3 delay 2 cancel flightlations double layover 72 hours late flightr could least get extra dividend miles ?,-1
thank respond quickly tweet appreciate,0
please last ticket best friend,0
no worry not blame weather,0
reservation line not let speak representative busy literally disconnect bother ?,-1
thank best could get rebooked agent phone amp addtl resolution dm much appreciate,1
start daily flight replace 2jul,0
come abc one network channel not ?,0
2 great flight bahamas even bad weather northeast thank great service ! ! !,1
dear american 2 hour hold time become industry standard ? hear additional staff weather ?,-1
help baggage service desk say tsa screen fll not bag make bag ewr 12,-1
look cheap flight vegas,0
understand people make mistake not code something way can not get reimburse fault blatant lie,-1
past 5 5 hours call volume high no one take call cancel flight itinerary ? 1 2,-1
welcome anyone work condition deserve thank even though side lol xx,1
flight 2302 jfk buf,0
longer flight 300 series no wifi ? great retire,-1
jetblue never disappoint !,1
ems window seat 1099 tomorrow ?,0
thing see passbook virgin mobile mexico integrate ?,0
terry hero get husband back thru security retrieve cellphone austin terry rock !,1
easiest airline deal loveeee much,1
take,0
appreciate update also appreciate pilot effort explain us accurate authoritative comms vital,1
need rebook can not get agent help ?,-1
good 2 remind 1914 might horse amp buggy little delay right,-1
lauren omg dead happy yes yes,1
hold w customer service line 68 minutes phone agent 35 min b f call drop,-1
make ! ! ! send bloody mary row 27 ! ! !,1
land ! usual great flight wiyh great crew hello sunny west palm beach !,1
get love give 1st class upgrade b c flight delay get another flight also delay ensure make connection,-1
fly 1st class one leg chicago not long flight china still able use lounge chicago,0
need better airline ! !,-1
4 min response time impress ! official Happy_face_smiley jetblue get social,1
flight take iad afternoon ?,0
